Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2020-01-02 00:00:00+03:00,6.706947129744998,6.731574623143446,6.665900785484985,6.715156555175781,21596781,0.0,0.0,AKBNK.IS
2020-01-03 00:00:00+03:00,6.665901211544202,6.674110637499699,6.485298146439968,6.534553527832031,26669857,0.0,0.0,AKBNK.IS
2020-01-06 00:00:00+03:00,6.411414637334811,6.452460982673572,6.288275992765487,6.329322338104248,25871931,0.0,0.0,AKBNK.IS
2020-01-07 00:00:00+03:00,6.386787132044125,6.452460971312945,6.3703686722269195,6.394996166229248,17681865,0.0,0.0,AKBNK.IS
2020-01-08 00:00:00+03:00,6.312904115844258,6.550971988296053,6.288276229424739,6.534553527832031,32090537,0.0,0.0,AKBNK.IS
2020-01-09 00:00:00+03:00,6.739783821811332,7.002479163606679,6.715156329241487,6.986061096191406,46757656,0.0,0.0,AKBNK.IS
2020-01-10 00:00:00+03:00,7.018897999470886,7.199501438030441,6.9860610818140465,7.117408752441406,39136105,0.0,0.0,AKBNK.IS
2020-01-13 00:00:00+03:00,7.240547951988577,7.306221795955831,7.158456038476496,7.183083534240723,28347130,0.0,0.0,AKBNK.IS
2020-01-14 00:00:00+03:00,7.158455163434889,7.281593410097714,7.076362477063752,7.2651753425598145,27836526,0.0,0.0,AKBNK.IS
2020-01-15 00:00:00+03:00,7.2487568855285645,7.289803230941777,7.158455551934633,7.2487568855285645,17747763,0.0,0.0,AKBNK.IS
2020-01-16 00:00:00+03:00,7.215919774537832,7.347267450063951,7.133827085887057,7.2241291999816895,87181793,0.0,0.0,AKBNK.IS
2020-01-17 00:00:00+03:00,7.273383509267834,7.330848699127474,7.1912916111586505,7.232337951660156,22358431,0.0,0.0,AKBNK.IS
2020-01-20 00:00:00+03:00,7.265175813361878,7.355477147906782,7.256966387613996,7.298012733459473,21238070,0.0,0.0,AKBNK.IS
2020-01-21 00:00:00+03:00,7.248756874252156,7.371895127406315,7.2405474486035,7.3144307136535645,30912317,0.0,0.0,AKBNK.IS
2020-01-22 00:00:00+03:00,7.363686225332879,7.380104293158094,7.142036437988281,7.142036437988281,38378362,0.0,0.0,AKBNK.IS
2020-01-23 00:00:00+03:00,7.1502459367747715,7.289803037744749,7.1256184433371,7.2241291999816895,34853679,0.0,0.0,AKBNK.IS
2020-01-24 00:00:00+03:00,7.289803726411005,7.314431222175232,7.043526420086814,7.183083534240723,28928453,0.0,0.0,AKBNK.IS
2020-01-27 00:00:00+03:00,7.027107632499375,7.1338270308709,6.986061288490537,7.010688781738281,18789166,0.0,0.0,AKBNK.IS
2020-01-28 00:00:00+03:00,7.0435252260268815,7.076362142443801,6.936805051948433,6.945014476776123,36417476,0.0,0.0,AKBNK.IS
2020-01-29 00:00:00+03:00,6.977851805917135,6.986061231230394,6.797248363494873,6.797248363494873,36797244,0.0,0.0,AKBNK.IS
2020-01-30 00:00:00+03:00,6.764411513983704,6.928596107450514,6.7315745952903425,6.912178039550781,34272483,0.0,0.0,AKBNK.IS
2020-01-31 00:00:00+03:00,6.961433520402656,6.961433520402656,6.83008583630358,6.8465046882629395,21330228,0.0,0.0,AKBNK.IS
2020-02-03 00:00:00+03:00,6.821876635143166,6.862922195895865,6.76441144088039,6.830085277557373,22642878,0.0,0.0,AKBNK.IS
2020-02-04 00:00:00+03:00,6.903968591563742,7.092781460603186,6.903968591563742,7.076362609863281,30919050,0.0,0.0,AKBNK.IS
2020-02-05 00:00:00+03:00,7.0763621307260784,7.199501154256002,7.035315789549437,7.109199047088623,41312561,0.0,0.0,AKBNK.IS
2020-02-06 00:00:00+03:00,7.191292300644003,7.256966138585545,7.0435257738285815,7.0927815437316895,48954258,0.0,0.0,AKBNK.IS
2020-02-07 00:00:00+03:00,7.109199957661225,7.125618809392406,6.862922661951112,6.895759582519531,20632615,0.0,0.0,AKBNK.IS
2020-02-10 00:00:00+03:00,6.871131997549183,6.912178343443958,6.706947396864016,6.7890400886535645,39037164,0.0,0.0,AKBNK.IS
2020-02-11 00:00:00+03:00,6.83008527330184,6.887550467528813,6.665900681711679,6.862922191619873,55725212,0.0,0.0,AKBNK.IS
2020-02-12 00:00:00+03:00,6.862922505847883,6.920387702705976,6.665900986918797,6.674110412597656,45303052,0.0,0.0,AKBNK.IS
2020-02-13 00:00:00+03:00,6.6412732968239885,6.723365202508674,6.592017527098057,6.682319641113281,19053274,0.0,0.0,AKBNK.IS
2020-02-14 00:00:00+03:00,6.764411551670913,6.846504240308637,6.649482727050781,6.649482727050781,31467536,0.0,0.0,AKBNK.IS
2020-02-17 00:00:00+03:00,6.731574632794604,6.731574632794604,6.649482727050781,6.649482727050781,14929707,0.0,0.0,AKBNK.IS
2020-02-18 00:00:00+03:00,6.6330639902504975,6.698737829132668,6.575599576952077,6.624854564666748,24434493,0.0,0.0,AKBNK.IS
2020-02-19 00:00:00+03:00,6.657691503360183,6.674110354575162,6.444251526375916,6.509925365447998,24443789,0.0,0.0,AKBNK.IS
2020-02-20 00:00:00+03:00,6.5099254022320485,6.5099254022320485,6.20618369908391,6.296485424041748,36507128,0.0,0.0,AKBNK.IS
2020-02-21 00:00:00+03:00,6.222601880095005,6.394995896631416,6.197974387130914,6.304694175720215,34942324,0.0,0.0,AKBNK.IS
2020-02-24 00:00:00+03:00,6.156928060300625,6.197974403948073,6.115881716653176,6.173346519470215,20858304,0.0,0.0,AKBNK.IS
2020-02-25 00:00:00+03:00,6.2472293006834105,6.263647758589472,6.1158812459880085,6.140509128570557,28055702,0.0,0.0,AKBNK.IS
2020-02-26 00:00:00+03:00,6.115881517193752,6.2472295777137195,6.066626141291364,6.23081111907959,35533961,0.0,0.0,AKBNK.IS
2020-02-27 00:00:00+03:00,6.1815561780434205,6.189765212214517,5.935278889759188,5.95169734954834,32422064,0.0,0.0,AKBNK.IS
2020-02-28 00:00:00+03:00,5.130774003488046,5.639746690686783,5.130774003488046,5.54123592376709,48176784,0.0,0.0,AKBNK.IS
2020-03-02 00:00:00+03:00,5.721838287950839,5.746466172354729,5.590490614988609,5.647955417633057,30315975,0.0,0.0,AKBNK.IS
2020-03-03 00:00:00+03:00,5.746466419960684,5.951697363530708,5.746466419960684,5.86960506439209,36039034,0.0,0.0,AKBNK.IS
2020-03-04 00:00:00+03:00,5.935278674099616,6.197974412627896,5.910650789587269,6.107672691345215,46882116,0.0,0.0,AKBNK.IS
2020-03-05 00:00:00+03:00,6.247229986294545,6.2554390204250305,6.050208078352449,6.13230037689209,30795657,0.0,0.0,AKBNK.IS
2020-03-06 00:00:00+03:00,6.050208381598504,6.132300684252742,5.853186855228333,6.009162425994873,25556178,0.0,0.0,AKBNK.IS
2020-03-09 00:00:00+03:00,5.828558173305825,5.861395089886382,5.680792048693317,5.705419540405273,24432021,0.0,0.0,AKBNK.IS
2020-03-10 00:00:00+03:00,5.861395590697905,5.927069429470347,5.623327729424322,5.639746189117432,32030070,0.0,0.0,AKBNK.IS
2020-03-11 00:00:00+03:00,5.639746189117432,5.639746189117432,5.639746189117432,5.639746189117432,0,0.0,0.0,AKBNK.IS
2020-03-12 00:00:00+03:00,5.418096776179832,5.426306201732657,5.1389829619820135,5.180028915405273,31823559,0.0,0.0,AKBNK.IS
2020-03-13 00:00:00+03:00,5.1718198658534575,5.500189058046667,5.122564095577522,5.278539657592773,42247601,0.0,0.0,AKBNK.IS
2020-03-16 00:00:00+03:00,5.015844347815134,5.1307735660904115,4.802403979571234,4.999425888061523,29631672,0.0,0.0,AKBNK.IS
2020-03-17 00:00:00+03:00,4.983006954193115,5.048680786958935,4.6464279740979055,4.983006954193115,59269296,0.0,0.0,AKBNK.IS
2020-03-18 00:00:00+03:00,4.892706123406814,5.081518622484315,4.851659774780273,4.851659774780273,31569584,0.0,0.0,AKBNK.IS
2020-03-19 00:00:00+03:00,4.835240576895994,4.884495952874835,4.6053821556614,4.662846565246582,34942694,0.0,0.0,AKBNK.IS
2020-03-20 00:00:00+03:00,4.802403964228045,4.827031849503257,4.515080723734342,4.572545528411865,26635021,0.0,0.0,AKBNK.IS
2020-03-23 00:00:00+03:00,4.350896063993748,4.515080658638174,4.14566512496474,4.441197395324707,54801497,0.0,0.0,AKBNK.IS
2020-03-24 00:00:00+03:00,4.580754267199591,4.777776162357634,4.556126774959168,4.712101936340332,43024404,0.0,0.0,AKBNK.IS
2020-03-25 00:00:00+03:00,4.753148292046156,4.851659044178932,4.556126787780604,4.580754280090332,71878646,0.0,0.0,AKBNK.IS
